FID,OBJECTID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape_Leng,SHAPE_Length,SHAPE_Area
2882,3672,10004148,ROCKINGHAM COUNTY DETENTION CENTER -MAIN,1088 STATE HWY 65,WENTWORTH,NC,27375,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,0,ROCKINGHAM,37157,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY,2018/04/03 00:00:00,NOT AVAILABLE,NOT AVAILABLE,90,0.00273548436011,346.069147808461,3.74374260144e-07
2883,3673,10002468,KING COUNTY CORRECTIONAL FACILITY,500 5TH AVE,SEATTLE,WA,98104,NOT AVAILABLE,(206) 296-1234,COUNTY,OPEN,1307,KING,53033,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.kingcounty.gov/depts/jails/adult-detention.aspx,5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,MAXIMUM,-999,0.00313873330736,411.456529949173,5.03355759257e-07
2884,3674,10000725,SCHUYLKILL COUNTY PRISON,230 SANDERSON ST,POTTSVILLE,PA,17901,1758,(570) 628-1450,COUNTY,OPEN,271,SCHUYLKILL,42107,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/Inspection-Schedule,-Statistics-And-General-Info.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/18/2018,IMAGERY,2018/04/18 00:00:00,NOT AVAILABLE,NOT AVAILABLE,277,0.00350908389138,442.750929712443,6.9096065428e-07
2885,3675,10006881,GRAYS HARBOR COUNTY JUVENILE DETENTION FACILITY,103 HAGARA ST,ABERDEEN,WA,98520,NOT AVAILABLE,(360) 533-3919,COUNTY,OPEN,-999,GRAYS HARBOR,53027,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.grays-harbor.wa.us/docs/ContactUs.pdf,5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,JUVENILE,-999,0.00325391275869,436.297130199918,5.21658803588e-07
2886,3676,10004149,ROCKINGHAM COUNTY DETENTION CENTER,170 STATE HWY 65,REIDSVILLE,NC,27320,NOT AVAILABLE,(336) 634-3236,COUNTY,OPEN,-999,ROCKINGHAM,37157,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/3/2018,IMAGERY,2018/04/03 00:00:00,https://rockinghamsheriff.com/home,NOT AVAILABLE,232,0.00598126766258,732.556659383689,1.17848816856e-06
2887,3677,10002454,JEFFERSON COUNTY JAIL,79 ELKINS RD,PORT HADLOCK,WA,98339,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,58,JEFFERSON,53031,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.co.jefferson.wa.us/172/Sheriff, http://www.waspc.org/crime-statistics-reports",5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,MAXIMUM,57,0.00338098206167,455.469420516138,4.22503331214e-07
2888,3678,10001772,ROWAN COUNTY DETENTION CENTER,115 W LIBERTY ST,SALISBURY,NC,28144,NOT AVAILABLE,(704) 216-8770,COUNTY,OPEN,-999,ROWAN,37159,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.rowancountync.gov/485/Sheriffs-Office,4/3/2018,IMAGERY,2018/04/03 00:00:00,https://www.rowancountync.gov/485/Sheriffs-Office,MAXIMUM,210,0.0036702646303,448.633988705591,5.53586080722e-07
2889,3679,10006119,STOKES COUNTY JAIL,1013 MAIN ST,DANBURY,NC,27016,NOT AVAILABLE,(336) 593-8117,COUNTY,OPEN,-999,STOKES,37169,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/3/2018,IMAGERY,2018/04/03 00:00:00,http://www.co.stokes.nc.us/sheriff/index.htm,NOT AVAILABLE,68,0.00269625683032,328.134086713438,3.4941567989e-07
2890,3680,10006125,SWAIN COUNTY JAIL / SHERIFF,95 BRENDLE STREET,BRYSON CITY,NC,28713,NOT AVAILABLE,(828) 488-0159,COUNTY,OPEN,-999,SWAIN,37173,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/3/2018,IMAGERY,2018/04/03 00:00:00,http://www.swaincountync.gov/sheriff-home.html,NOT AVAILABLE,109,0.00282015817801,341.744271622207,2.79261776215e-07
2891,3681,10006126,TRANSYLVANIA COUNTY DETENTION CENTER,153 PUBLIC SAFETY WAY,BREVARD,NC,28712,NOT AVAILABLE,(828) 884-3147,COUNTY,OPEN,61,TRANSYLVANIA,37175,USA,922140,CORRECTIONAL INSTITUTIONS,"http://dcn.transylvaniacounty.org/dcn/inmateGrid.aspx, https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf",4/3/2018,IMAGERY,2018/04/03 00:00:00,http://www.tcsonc.org/home.aspx,NOT AVAILABLE,128,0.00540527002362,656.590742222412,1.24010333854e-06
2892,3682,10004217,UNION COUNTY JAIL,3344 PRESSON RD,MONROE,NC,28112,NOT AVAILABLE,(704) 283-3641,COUNTY,OPEN,215,UNION,37179,USA,922140,CORRECTIONAL INSTITUTIONS,"http://sheriff.co.union.nc.us///main.aspx, https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf",4/3/2018,IMAGERY,2018/04/03 00:00:00,http://sheriff.co.union.nc.us///main.aspx,NOT AVAILABLE,264,0.00825217741289,1004.03330086203,2.00735184034e-06
2893,3683,10003078,SNYDER COUNTY PRISON,600 OLD COLONY RD,SELINSGROVE,PA,17870,8610,(570) 374-7912,COUNTY,OPEN,109,SNYDER,42109,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/Inspection-Schedule,-Statistics-And-General-Info.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/18/2018,IMAGERY,2018/04/18 00:00:00,NOT AVAILABLE,NOT AVAILABLE,138,0.00395701788168,493.191923874794,6.56096361621e-07
2894,3684,10002475,MALENG REGIONAL JUSTICE CENTER - KENT,620 W JAMES ST,KENT,WA,98032,NOT AVAILABLE,(206) 296-1234,COUNTY,OPEN,790,KING,53033,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.kingcounty.gov/depts/jails/adult-detention.aspx,5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.0100528471224,1386.49766803706,5.33582468658e-06
2895,3685,10004147,VANCE COUNTY JAIL,516 BRECKENRIDGE ST,HENDERSON,NC,27536,NOT AVAILABLE,(252) 438-3923,COUNTY,OPEN,-999,VANCE,37181,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/3/2018,IMAGERY,2018/04/03 00:00:00,http://www.vancecosheriff.org/index.html,NOT AVAILABLE,150,0.00305722712414,377.884710033858,4.52837218225e-07
2896,3686,10006819,ROWAN COUNTY DETENTION ANNEX,400 GRACE CHURCH ROAD,SALISBURY,NC,28145,NOT AVAILABLE,(704) 216-7900,COUNTY,OPEN,-999,ROWAN,37159,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.rowancountync.gov/485/Sheriffs-Office,4/3/2018,IMAGERY,2018/04/03 00:00:00,https://www.rowancountync.gov/485/Sheriffs-Office,MEDIUM,160,0.0036981839973,455.379937348876,6.65771908211e-07
2897,3687,10006489,CONCORD JAIL,1350 GALINDO STREET,CONCORD,CA,94520,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,CONTRA COSTA,06013,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cityofconcord.org/page.asp?pid=1026,5/25/2018,IMAGERY,2018/05/25 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00321586733608,410.992237522236,4.69061342246e-07
2898,3688,10006492,CULVER CITY JAIL,4040 DUQUESNE AVENUE,CULVER CITY,CA,90230,NOT AVAILABLE,(310) 253-6205,LOCAL,OPEN,-999,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.culvercitypd.org/home-police,5/25/2018,IMAGERY,2018/05/25 00:00:00,https://www.culvercitypd.org/home-police,NOT AVAILABLE,30,0.00176721289131,213.841264879096,1.85322259911e-07
2899,3689,10004172,WAKE COUNTY DETENTION CENTER,3301 HAMMOND RD,RALEIGH,NC,27603,NOT AVAILABLE,(919) 773-7930,COUNTY,OPEN,-999,WAKE,37183,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/3/2018,IMAGERY,2018/04/03 00:00:00,http://www.wakegov.com/sheriff/Pages/default.aspx,MAXIMUM,-999,0.00827559174355,1021.1362216489,3.27953630731e-06
2900,3690,10006495,MONROVIA JAIL,140 E LIME AVENUE,MONROVIA,CA,91016,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cityofmonrovia.org/your-government/police-department/general-information,5/25/2018,IMAGERY,2018/05/25 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.0019930445591,234.244817027001,1.81793869773e-07
2901,3691,10001746,WARREN COUNTY DETENTION FACILITY,128 RAFTERS LN,WARRENTON,NC,27589,NOT AVAILABLE,(252) 257-3314,COUNTY,OPEN,-999,WARREN,37185,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/3/2018,IMAGERY,2018/04/03 00:00:00,NOT AVAILABLE,NOT AVAILABLE,37,0.00336312645231,412.292425161318,3.47988109574e-07
2902,3692,10004155,WILKES COUNTY JAIL - OLD,100 COURT SQUARE,WILKESBORO,NC,28697,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,WILKES,37193,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.journalpatriot.com/news/storied-well-used-jail-nears-end-after-years/article_dc3c335c-c6b8-11e5-a0fe-9b7a5b6a395e.html,1/29/2016,IMAGERY,2018/04/03 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00271480970995,333.036000014622,1.73436578988e-07
2903,3693,10002477,KING COUNTY COMMUNITY CORRECTIONS,400 YESLER WAY,SEATTLE,WA,98104,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,55,KING,53033,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.kingcounty.gov/depts/jails/community-corrections.aspx,5/7/2018,UNVERIFIED,2018/05/07 00:00:00,NOT AVAILABLE,MAXIMUM,-999,0.0019908853828,248.60253102968,1.76048494596e-07
2904,3694,10003108,SOMERSET COUNTY PRISON,127 E FAIRVIEW ST,SOMERSET,PA,15501,1410,(814) 445-1500,COUNTY,OPEN,101,SOMERSET,42111,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/Inspection-Schedule,-Statistics-And-General-Info.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/18/2018,IMAGERY/OTHER,2018/04/18 00:00:00,http://www.co.somerset.pa.us/department.asp?deptnum=154,NOT AVAILABLE,142,0.00117657384032,152.579578921544,8.59638755345e-08
2905,3695,10006498,SIGNAL HILL CITY JAIL,2745 WALNUT AVENUE,SIGNAL HILL,CA,90755,NOT AVAILABLE,(562) 989-7210,LOCAL,OPEN,-999,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cityofsignalhill.org/index.aspx?NID=155,5/25/2018,IMAGERY,2018/05/25 00:00:00,NOT AVAILABLE,NOT AVAILABLE,13,0.00226571809545,276.377523870999,3.19689584693e-07
2906,3696,10006820,WILKES COUNTY JAIL,502 COURT HOUSE DRIVE,WILKESBORO,NC,28697,NOT AVAILABLE,(336) 990-0463,COUNTY,OPEN,-999,WILKES,37193,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/3/2018,IMAGERY,2018/04/03 00:00:00,https://wilkescounty.net/151/Sheriff,NOT AVAILABLE,240,0.00358521352005,451.661579290749,5.23450644988e-07
2907,3697,10006122,YANCEY COUNTY DETENTION CENTER,4 E MAIN ST,BURNSVILLE,NC,28714,NOT AVAILABLE,(828) 682-2321,COUNTY,OPEN,-999,YANCEY,37199,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/3/2018,IMAGERY,2018/04/03 00:00:00,https://yanceycountysheriff.org/,NOT AVAILABLE,45,0.00205797131764,259.929033556659,1.59529143119e-07
2908,3698,10005655,ADAMS COUNTY SHERIFF'S DEPARTMENT,604 ADAMS AVENUE,HETTINGER,ND,58639,1040,(701) 567-2530,COUNTY,OPEN,-999,ADAMS,38001,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.nd.gov/docr/county/jails.html,4/3/2018,IMAGERY,2018/04/03 00:00:00,NOT AVAILABLE,MEDIUM,-999,0.00205348000024,256.887800015759,1.36890493215e-07
2909,3699,10006882,KING COUNTY WORK EDUCATION RELEASE,"516 3RD AVE, ROOM 1028",SEATTLE,WA,98104,NOT AVAILABLE,(206) 296-1240,COUNTY,OPEN,74,KING,53033,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.kingcounty.gov/depts/jails/community-corrections.aspx,5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00315742943202,416.368964724641,5.88106712263e-07
2910,3700,10005652,BARNES COUNTY CORRECTIONAL FACILITY,491 2ND AVE NW,VALLEY CITY,ND,58072,NOT AVAILABLE,(701) 845-8532,COUNTY,OPEN,17,BARNES,38003,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.barnes.nd.us/dept/cor/,4/3/2018,IMAGERY,2018/04/03 00:00:00,http://www.co.barnes.nd.us/dept/cor/,MINIMUM,32,0.00131917200008,170.363800000399,7.35485202291e-08
2911,3701,10003045,TIOGA COUNTY PRISON,1768 SHUMWAY HILL RD,WELLSBORO,PA,16901,6838,(570) 724-5911,COUNTY,OPEN,60,TIOGA,42117,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/Inspection-Schedule,-Statistics-And-General-Info.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/18/2018,IMAGERY,2018/04/18 00:00:00,http://www.tiogacountypa.us/departments/prison/pages/tiogacountyprison.aspx,NOT AVAILABLE,141,0.00394646784859,479.273457569681,5.86269057508e-07
2912,3702,10003100,WASHINGTON COUNTY CORRECTIONAL FACILITY,100 W CHERRY AVE,WASHINGTON,PA,15301,6820,(724) 228-6845,COUNTY,OPEN,419,WASHINGTON,42125,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/Inspection-Schedule,-Statistics-And-General-Info.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/18/2018,IMAGERY/OTHER,2018/04/18 00:00:00,http://www.co.washington.pa.us/115/Correctional-Facility,NOT AVAILABLE,407,0.00236357394816,309.245960343672,2.25261484507e-07
2913,3703,10002478,KING COUNTY YOUTH SERVICES CENTER,1211 E ALDER STREET,SEATTLE,WA,98122,5593,NOT AVAILABLE,COUNTY,OPEN,-999,KING,53033,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.kingcounty.gov/courts/superior-court/locations/ysc.aspx,5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,JUVENILE,-999,0.0079015638408,1056.64588193059,1.78591435112e-06
2914,3704,10002464,KITSAP COUNTY JAIL,614 DIVISION ST,PORT ORCHARD,WA,98366,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,439,KITSAP,53035,USA,922140,CORRECTIONAL INSTITUTIONS,"https://spf.kitsapgov.com/sheriff/Pages/corrections.aspx, http://www.waspc.org/crime-statistics-reports",5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,MAXIMUM,544,0.010105670072,1288.6179257188,1.73951252293e-06
2915,3705,10006821,BOTTINEAU COUNTY JAIL,314 5TH STREET W,BOTTINEAU,ND,58318,1273,(791) 228-2740,COUNTY,OPEN,-999,BOTTINEAU,38009,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.nd.gov/docr/county/jails.html,4/3/2018,IMAGERY,2018/04/03 00:00:00,https://botco.homestead.com/Sheriff.html,NOT AVAILABLE,-999,0.00243540394501,309.56715207973,2.31113265285e-07
2916,3706,10001903,BURLEIGH COUNTY DETENTION CENTER,4000 APPLE CREEK ROAD,BISMARCK,ND,58504,NOT AVAILABLE,(701) 255-3113,COUNTY,OPEN,242,BURLEIGH,38015,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.burleighco.com/departments/sheriff/,4/3/2018,IMAGERY,2018/04/03 00:00:00,http://www.burleighco.com/departments/sheriff/,NOT AVAILABLE,-999,0.00727239002029,946.958151617315,2.10032810472e-06
2917,3707,10003088,WESTMORELAND COUNTY PRISON,3000 S GRANDE BLVD,GREENSBURG,PA,15601,9176,(724) 830-6000,COUNTY,OPEN,633,WESTMORELAND,42129,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/Inspection-Schedule,-Statistics-And-General-Info.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/18/2018,IMAGERY/OTHER,2018/04/18 00:00:00,https://www.co.westmoreland.pa.us/787/Public-Safety,NOT AVAILABLE,704,0.00458951583367,587.827334519378,6.31803050534e-07
2918,3708,10006930,MORGAN CITY CORRECTIONS FACILITY,723 MYRTLE STREET,MORGAN CITY,LA,70380,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,ST. MARY,22101,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.morgancitypolice.org/,5/25/2018,IMAGERY,2018/05/25 00:00:00,http://www.morgancitypolice.org/,NOT AVAILABLE,-999,0.00299787669243,358.613873519088,2.29734619272e-07
2919,3709,10001494,YORK COUNTY PRISON,3400 CONCORD RD,YORK,PA,17402,9007,(717) 840-7580,COUNTY,OPEN,1355,YORK,42133,USA,922140,CORRECTIONAL INSTITUTIONS,https://yorkcountypa.gov/courts-criminal-justice/prison.html,4/18/2018,IMAGERY,2018/04/18 00:00:00,https://yorkcountypa.gov/courts-criminal-justice/prison.html,MAXIMUM,2676,0.0141719950262,1741.33631084111,7.40972336166e-06
2920,3710,10003604,CASS COUNTY JAIL,450 34TH ST S,FARGO,ND,58103,NOT AVAILABLE,(701) 271-2900,COUNTY,OPEN,256,CASS,38017,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.casscountynd.gov/our-county/corrections,4/4/2018,IMAGERY,2018/04/04 00:00:00,https://www.casscountynd.gov/our-county/corrections,MAXIMUM,252,0.00690304166964,884.809013265498,1.3609226895e-06
2921,3711,10003600,GRAND FORKS COUNTY CORRECTIONAL CENTER,1701 N WASHINGTON ST,GRAND FORKS,ND,58203,NOT AVAILABLE,(701) 780-8224,COUNTY,OPEN,206,GRAND FORKS,38035,USA,922140,CORRECTIONAL INSTITUTIONS,http://gfcounty.nd.gov/Corrections,6/22/2016,IMAGERY/OTHER,2018/04/04 00:00:00,http://gfcounty.nd.gov/Corrections,MAXIMUM,242,0.0052965452128,706.785884408476,9.06695628067e-07
2922,3712,10005236,YORK COUNTY YOUTH DEVELOPMENT CENTER,3564 HEINDEL RD,YORK,PA,17402,NOT AVAILABLE,(717) 840-7570,COUNTY,OPEN,-999,YORK,42133,USA,922140,CORRECTIONAL INSTITUTIONS,"https://yorkcountypa.gov/health-human-services/youth-development-center.html, http://www.jdcap.org/SiteCollectionDocuments/JDCAP%20Directory201008.pdf",3/1/2016,IMAGERY,2018/04/18 00:00:00,https://yorkcountypa.gov/health-human-services/youth-development-center.html,JUVENILE,24,0.00334539597981,411.691379132718,4.45264120218e-07
2923,3713,10006883,KITSAP COUNTY JUVENILE DETENTION CENTER,1338 SW OLD CLIFTON ROAD,PORT ORCHARD,WA,98366,NOT AVAILABLE,(360) 337-5401,COUNTY,OPEN,14,KITSAP,53035,USA,922140,CORRECTIONAL INSTITUTIONS,https://spf.kitsapgov.com/juv/Pages/default.aspx,10/4/2017,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,JUVENILE,96,0.00465306507752,634.146124986473,8.4270788704e-07
2924,3714,10002514,KLICKITAT COUNTY JAIL,205 S COLUMBUS AVE,GOLDENDALE,WA,98620,NOT AVAILABLE,(509) 773-3666,COUNTY,OPEN,54,KLICKITAT,53039,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.waspc.org/crime-statistics-reports, https://www.klickitatcounty.org/373/Sheriff",5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,NOT AVAILABLE,49,0.00240041484031,315.503823528392,2.6157529145e-07
2925,3715,10006822,CAVALIER COUNTY JAIL,901 3RD STREET,LANGDON,ND,58249,2457,(701) 256-2555,COUNTY,OPEN,-999,CAVALIER,38019,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.nd.gov/docr/county/jails.html,4/4/2018,IMAGERY,2018/04/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00357260514917,496.554073590967,3.63727769299e-07
2926,3716,10006823,MCINTOSH COUNTY JAIL / SHERIFF,112 1ST ST NE,ASHLEY,ND,58413,NOT AVAILABLE,(701) 288-3724,COUNTY,OPEN,-999,MCINTOSH,38051,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.nd.gov/docr/county/jails.html, http://www.mcintoshnd.com/sheriff_department_52.html",4/4/2018,IMAGERY,2018/04/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00138495095936,174.486642574579,1.00486180343e-07
2927,3717,10006931,OLYMPIA CITY JAIL,900 PLUM STREET SE,OLYMPIA,WA,98507,7301,(360) 753-8417,LOCAL,OPEN,37,THURSTON,53067,USA,922140,CORRECTIONAL INSTITUTIONS,http://olympiawa.gov/city-services/police-department/jail.aspx,5/25/2018,IMAGERY,2018/05/25 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00273516287741,356.342989452519,5.11784444885e-07
2928,3718,10006884,LEWIS COUNTY JUVENILE DETENTION CENTER,1255 SW PACIFIC AVE,CHEHALIS,WA,98532,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,LEWIS,53041,USA,922140,CORRECTIONAL INSTITUTIONS,http://lewiscountywa.gov/juvenilecourt,5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,JUVENILE,24,0.00286883190161,405.65484541046,3.02296643712e-07
2929,3719,10006824,MCKENZIE COUNTY LAW ENFORCEMENT CENTER,1201 12TH STREET SE,WATFORD CITY,ND,58854,NOT AVAILABLE,(701) 842-6010,COUNTY,OPEN,-999,MCKENZIE,38053,USA,922140,CORRECTIONAL INSTITUTIONS,http://mckenziesheriff.net/,4/4/2018,IMAGERY,2018/04/04 00:00:00,http://mckenziesheriff.net/,NOT AVAILABLE,129,0.00459337166266,613.664365721605,1.07518170344e-06
2930,3720,10001680,MASON COUNTY DETENTION CENTER,411 N 4TH ST,SHELTON,WA,98584,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,112,MASON,53045,USA,922140,CORRECTIONAL INSTITUTIONS,"http://so.co.mason.wa.us/, http://www.co.mason.wa.us/facilities/jail.php",5/8/2018,IMAGERY,2018/05/08 00:00:00,http://so.co.mason.wa.us/,NOT AVAILABLE,194,0.00300289055204,395.837502050579,3.82273050941e-07
2931,3721,10006825,MCLEAN COUNTY JAIL,PO BOX 1108,WASHBURN,ND,58577,1108,(701) 462-8103,COUNTY,OPEN,-999,MCLEAN,38055,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.nd.gov/docr/county/jails.html,4/4/2018,IMAGERY,2018/04/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00167943555646,217.989514536496,1.51453836596e-07
2932,3722,10006932,CAPE GIRARDEAU MUNICIPAL JAIL,2530 MARIA LOUISE LANE,CAPE GIRARDEAU,MO,63701,NOT AVAILABLE,(573) 339-6748,LOCAL,OPEN,-999,CAPE GIRARDEAU,29031,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cityofcapegirardeau.org/departments/police/chiefs_message/divisions___units/operations_support_division/,5/25/2018,IMAGERY,2018/05/25 00:00:00,NOT AVAILABLE,NOT AVAILABLE,20,0.00262940749183,326.706850237257,3.41550170177e-07
2933,3723,10006885,MASON COUNTY JUVENILE DETENTION CENTER,317 NORTH 5TH STREET,SHELTON,WA,98584,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,MASON,53045,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.mason.wa.us/facilities/juvi.php,5/8/2018,IMAGERY,2018/05/08 00:00:00,NOT AVAILABLE,JUVENILE,-999,0.00132808997873,173.951833431416,8.70110052013e-08
2934,3724,10006826,MERCER COUNTY JAIL,PO BOX 39,STANTON,ND,58571,0039,(701) 745-3333,COUNTY,OPEN,-999,MERCER,38057,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.nd.gov/docr/county/jails.html,4/4/2018,IMAGERY,2018/04/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00309596882988,399.971152917704,4.52674861812e-07
2935,3725,10003059,PA CHILD CARE,701 SATHERS DR,PITTSTON TOWNSHIP,PA,18640,NOT AVAILABLE,(570) 883-1803,NOT AVAILABLE,OPEN,-999,LUZERNE,42079,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.midatlanticyouth.com/index.shtml,4/18/2018,IMAGERY,2018/04/18 00:00:00,http://www.midatlanticyouth.com/index.shtml,JUVENILE,60,0.00375792534147,498.379186608726,7.32994788089e-07
2936,3726,10002443,OKANOGAN COUNTY CORRECTIONS CENTER,149 N 4TH AVE,OKANOGAN,WA,98840,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,194,OKANOGAN,53047,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.okanogansheriff.org/,5/8/2018,IMAGERY,2018/05/08 00:00:00,http://www.okanogansheriff.org/,NOT AVAILABLE,183,0.00237857919879,319.71354503442,2.53925412746e-07
2937,3727,10006933,CHEHALIS TRIBAL JAIL,30 NEIDERMAN ROAD,OAKVILLE,WA,98568,NOT AVAILABLE,(360) 709-1603,LOCAL,OPEN,-999,GRAYS HARBOR,53027,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.chehalistribe.org/departments/public-safety/,5/25/2018,IMAGERY,2018/05/25 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00262783892165,338.519109162039,3.10902457648e-07
